time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
1.588159,0.2281,0.1424,0.0918,0.284
1.593239,0.2522,0.2078,0.1028,0.343
1.598488,0.2670,0.2633,0.1138,0.392
1.603177,0.2486,0.3043,0.1295,0.414
1.607898,0.2351,0.3406,0.1284,0.433
1.613032,0.2168,0.3532,0.0941,0.425
1.617773,0.1841,0.3566,0.0625,0.406
1.622635,0.1443,0.3629,0.0168,0.391
1.628132,0.1069,0.3031,-0.0260,0.322
1.632605,0.0698,0.2774,-0.0757,0.296
1.637928,0.0497,0.2240,-0.1035,0.252
1.642753,0.0085,0.1833,-0.1122,0.215
1.647521,-0.0035,0.1289,-0.1373,0.188
1.652865,-0.0364,0.0822,-0.1457,0.171
1.657737,-0.0425,0.0668,-0.1374,0.159
1.662680,-0.0603,0.0041,-0.1172,0.132
1.669462,-0.0635,-0.0465,-0.1091,0.135
1.672417,-0.0643,-0.0634,-0.0964,0.132
1.677501,-0.0580,-0.0947,-0.0552,0.124
1.682395,-0.0662,-0.1117,-0.0405,0.136
1.687361,-0.0600,-0.1122,-0.0449,0.135
1.692163,-0.0681,-0.1176,-0.0421,0.142
1.696960,-0.0594,-0.1019,-0.0228,0.120
1.702112,-0.0510,-0.0792,-0.0535,0.108
1.706989,-0.0214,-0.0689,-0.0649,0.097
1.711694,-0.0302,-0.0801,-0.0596,0.104
1.717159,-0.0080,-0.1198,-0.1066,0.161
1.721519,0.0094,-0.0880,-0.1057,0.138
1.726719,0.0244,-0.1159,-0.1001,0.155
1.731660,0.0561,-0.1246,-0.0802,0.158
1.736582,0.0594,-0.1380,-0.0890,0.175
1.741472,0.0917,-0.1349,-0.0907,0.187
1.746944,0.0934,-0.1651,-0.0875,0.209
1.751450,0.1006,-0.1621,-0.0654,0.202
1.756719,0.1366,-0.1239,-0.0364,0.188
1.762247,0.1135,-0.0957,-0.0195,0.150
1.767230,0.0885,-0.1035,0.0021,0.136
1.773430,0.1019,-0.1040,0.0211,0.147
1.776325,0.0561,-0.0924,0.0185,0.110
1.780909,0.0273,-0.0974,0.0303,0.106
1.786000,0.0036,-0.0807,0.0110,0.082
1.791150,-0.0223,-0.0498,0.0086,0.055
1.796030,-0.0435,-0.0214,0.0133,0.050
1.800810,-0.0506,0.0092,-0.0010,0.051
1.806000,-0.0888,0.0114,-0.0366,0.097
1.810498,-0.0937,0.0375,-0.0695,0.123
1.815680,-0.0966,0.0590,-0.0951,0.148
1.820533,-0.1283,0.0831,-0.1560,0.218
1.825854,-0.1432,0.0789,-0.1760,0.240
1.830264,-0.1297,0.1084,-0.2125,0.272
1.835459,-0.1331,0.0740,-0.2392,0.284
1.840155,-0.1249,0.0641,-0.2895,0.322
1.845206,-0.0934,0.0523,-0.2965,0.315
1.851237,-0.0674,0.0053,-0.2822,0.290
1.855280,-0.0495,-0.0363,-0.2585,0.266
1.859974,-0.0302,-0.0607,-0.2516,0.261
1.865091,-0.0333,-0.0872,-0.2376,0.255
1.870667,-0.0442,-0.1275,-0.2333,0.270
1.876744,-0.0531,-0.1198,-0.2219,0.258
1.880952,-0.0504,-0.0907,-0.2224,0.245
1.884739,-0.0599,-0.0738,-0.2159,0.236
1.889683,-0.0408,-0.0925,-0.2473,0.267
1.895413,-0.0550,-0.1036,-0.2216,0.251
1.899732,-0.0050,-0.1003,-0.1960,0.220
1.904494,0.0089,-0.1018,-0.1160,0.155
1.909625,0.0250,-0.0846,-0.0225,0.091
1.914464,0.0218,-0.0726,0.0608,0.097
1.919348,0.0159,-0.0756,0.1291,0.150
1.924447,0.0143,-0.0366,0.1874,0.191
1.929264,0.0149,-0.0317,0.2095,0.212
1.934496,0.0248,-0.0156,0.2125,0.215
1.939503,0.0393,0.0093,0.1799,0.184
1.944245,0.0420,0.0454,0.1333,0.147
1.949013,0.0474,0.0713,0.0800,0.117
1.954225,0.0746,0.0991,0.0342,0.129
1.962877,0.0761,0.1289,-0.0112,0.150
1.964921,0.0735,0.1392,-0.0395,0.162
1.969618,0.0835,0.1424,-0.0534,0.173
1.973899,0.0775,0.1312,-0.0862,0.175
1.978538,0.0792,0.1059,-0.0831,0.156
1.984153,0.0553,0.1023,-0.0729,0.137
1.988558,0.0343,0.1058,-0.0414,0.119
1.993552,0.0350,0.0760,-0.0220,0.087
1.998559,-0.0022,0.0703,-0.0265,0.075
2.003483,-0.0059,0.0480,-0.0002,0.048
2.008247,-0.0025,0.0333,0.0093,0.035
2.013684,-0.0349,0.0164,0.0117,0.040
2.018137,-0.0411,0.0093,0.0116,0.044
2.023632,-0.0545,-0.0024,0.0329,0.064
2.028973,-0.0633,-0.0162,0.0208,0.069
2.033075,-0.0460,-0.0369,0.0230,0.063
2.038061,-0.0552,-0.0312,0.0370,0.073
2.043192,-0.0597,-0.0421,0.0344,0.081
2.047666,-0.0595,-0.0528,0.0317,0.086
2.052766,-0.0451,-0.0563,0.0220,0.075
2.057837,-0.0475,-0.0622,0.0218,0.081
2.062771,-0.0334,-0.0561,0.0193,0.068
2.070677,-0.0478,-0.0619,-0.0117,0.079
2.072708,-0.0524,-0.0224,-0.0258,0.063
2.077599,-0.0451,-0.0402,-0.0351,0.070
2.082363,-0.0448,-0.0387,-0.0395,0.071
2.087663,-0.0659,-0.0420,-0.0534,0.095
2.093015,-0.0440,-0.0094,-0.0482,0.066
2.097260,-0.0531,-0.0222,-0.0265,0.063
2.102309,-0.0481,-0.0467,-0.0191,0.070
2.107199,-0.0577,-0.0139,0.0167,0.062
2.112298,-0.0460,-0.0337,0.0189,0.060
2.118087,-0.0419,-0.0225,0.0473,0.067
2.122010,-0.0522,-0.0302,0.0445,0.075
2.126941,-0.0483,-0.0404,0.0442,0.077
2.132113,-0.0372,-0.0196,-0.0037,0.042
2.137038,-0.0356,-0.0274,-0.0013,0.045
2.141850,-0.0266,-0.0256,-0.0202,0.042
2.147099,-0.0007,-0.0142,-0.0509,0.053
2.151796,0.0087,0.0043,-0.0671,0.068
2.156764,0.0183,0.0229,-0.0784,0.084
2.163002,0.0233,0.0296,-0.0588,0.070
2.171063,0.0284,-0.0112,-0.0345,0.046
2.171404,0.0382,0.0101,0.0014,0.040
2.176287,0.0121,0.0052,0.0322,0.035
2.181027,0.0098,0.0098,0.0581,0.060
2.186158,0.0192,0.0119,0.0481,0.053
2.191503,0.0139,0.0141,0.0691,0.072
2.196285,0.0298,-0.0100,0.0685,0.075
2.201602,0.0452,0.0159,0.0679,0.083
2.206105,0.0414,0.0131,0.0911,0.101
2.210952,0.0587,0.0267,0.0761,0.100
2.215817,0.0285,0.0164,0.0565,0.065
2.220858,0.0578,0.0250,0.0655,0.091
2.225693,0.0442,0.0215,0.0508,0.071
2.230722,0.0473,0.0250,0.0456,0.070
2.235849,0.0506,0.0212,0.0429,0.070
2.240651,0.0539,0.0338,0.0449,0.078
2.245576,0.0667,0.0272,0.0469,0.086
2.251057,0.0486,0.0085,0.0347,0.060
2.255566,0.0542,-0.0007,0.0297,0.062
2.264176,0.0551,0.0043,0.0247,0.061
2.266468,0.0371,-0.0029,0.0080,0.038
2.272494,0.0145,-0.0028,-0.0087,0.017
2.275307,0.0066,0.0091,-0.0157,0.019
2.280229,0.0061,0.0328,-0.0345,0.048
2.285000,-0.0013,0.0065,-0.0342,0.035
2.290177,-0.0038,0.0305,-0.0505,0.059
2.295434,-0.0037,0.0234,-0.0643,0.069
2.299832,-0.0060,0.0094,-0.0305,0.032
2.304744,-0.0273,0.0098,-0.0064,0.030
2.309983,-0.0152,0.0126,0.0079,0.021
2.314812,-0.0082,-0.0131,0.0435,0.046
2.319676,0.0104,-0.0197,0.0431,0.049
2.324668,-0.0094,-0.0215,0.0618,0.066
2.329599,0.0088,-0.0210,0.0613,0.065
2.334662,-0.0136,-0.0299,0.0585,0.067
2.339684,-0.0025,-0.0363,0.0391,0.053
2.344363,-0.0245,-0.0355,0.0221,0.049
2.349368,-0.0177,-0.0298,-0.0017,0.035
2.354452,-0.0225,-0.0311,-0.0088,0.039
2.359381,-0.0294,-0.0419,-0.0040,0.051
2.364358,-0.0408,-0.0001,-0.0158,0.044
2.370395,-0.0377,-0.0037,-0.0133,0.040
2.374188,-0.0297,-0.0049,0.0011,0.030
2.379124,-0.0386,-0.0369,0.0344,0.063
2.384236,-0.0333,-0.0283,0.0507,0.067
2.388978,-0.0331,-0.0221,0.0883,0.097
2.393678,-0.0330,-0.0349,0.0662,0.082
2.398984,-0.0402,-0.0097,0.0515,0.066
2.403611,-0.0237,0.0012,0.0392,0.046
2.408603,-0.0525,0.0192,0.0128,0.057
2.414039,-0.0288,0.0277,0.0174,0.044
2.418775,-0.0314,0.0077,0.0102,0.034
2.424017,-0.0102,0.0094,0.0125,0.019
2.428698,-0.0247,0.0279,0.0053,0.038
2.433401,-0.0341,0.0273,-0.0375,0.058
2.438530,-0.0362,0.0293,-0.0704,0.084
2.443905,-0.0095,0.0433,-0.0936,0.104
2.448276,-0.0066,0.0408,-0.0809,0.091
2.453089,0.0175,0.0384,-0.0352,0.055
2.458163,0.0247,0.0216,0.0055,0.033
2.463541,0.0386,-0.0047,0.0244,0.046
2.470938,0.0543,0.0047,0.0480,0.073
2.473534,0.0434,-0.0266,0.0737,0.090
2.477928,0.0369,-0.0342,0.0992,0.111
2.483723,0.0230,-0.0133,0.0913,0.095
2.488123,0.0163,-0.0329,0.0336,0.050
2.492552,0.0097,-0.0144,-0.0070,0.019
2.497776,0.0248,0.0066,-0.0687,0.073
2.502875,0.0306,0.0038,-0.1037,0.108
2.507568,0.0222,0.0085,-0.1100,0.113
2.512689,0.0094,0.0061,-0.0900,0.091
2.518108,0.0156,-0.0152,-0.0347,0.041
2.522253,-0.0070,-0.0151,0.0226,0.028
2.527362,0.0011,-0.0199,0.0699,0.073
2.532256,-0.0008,-0.0225,0.1168,0.119
2.537143,-0.0030,-0.0135,0.1301,0.131
2.541914,0.0016,-0.0024,0.1124,0.112
2.547536,-0.0036,-0.0366,0.1234,0.129
2.552378,-0.0111,-0.0043,0.1011,0.102
2.557271,-0.0044,0.0204,0.0813,0.084
2.562301,0.0000,0.0258,0.0783,0.082
2.566904,0.0141,0.0359,0.0350,0.052
2.572214,0.0142,0.0244,0.0110,0.030
2.578846,0.0145,0.0367,-0.0152,0.042
2.585037,0.0224,0.0297,-0.0150,0.040
2.586536,0.0329,0.0394,-0.0267,0.058
2.591554,0.0341,0.0442,-0.0288,0.063
2.596899,0.0498,0.0299,-0.0380,0.069
2.601411,0.0299,0.0157,-0.0329,0.047
2.606689,0.0317,0.0039,-0.0420,0.053
2.611312,0.0146,0.0207,-0.0369,0.045
2.616321,0.0049,0.0183,-0.0247,0.031
2.621428,0.0094,0.0043,-0.0078,0.013
2.626422,-0.0194,-0.0025,-0.0029,0.020
2.631419,-0.0172,-0.0042,0.0162,0.024
2.636466,-0.0032,-0.0083,0.0351,0.036
2.641043,-0.0250,-0.0074,0.0348,0.043
2.646180,-0.0182,-0.0183,0.0322,0.041
2.651122,-0.0164,-0.0170,0.0509,0.056
2.655760,-0.0146,-0.0181,0.0434,0.049
2.665304,-0.0010,-0.0215,0.0407,0.046
2.666044,-0.0184,-0.0509,0.0286,0.061
2.670948,-0.0284,-0.0538,0.0212,0.064
